space,time,day,poi,type,root_type,rating,weather,tid,label
40.7255675874786 -73.9978551864624,917,Wednesday,Jamba Juice,Juice Bar,Food,-1.0,Clouds,18011,646
40.7290858508355 -73.9960221042990,1035,Wednesday,NYU Stern School of Business,College Academic Building,College & University,-1.0,Clouds,18011,646
40.7328233270653 -73.9938524833562,1194,Wednesday,Amorino Gelato,Ice Cream Shop,Food,9.1,Clouds,18011,646
40.7290858508355 -73.9960221042990,1206,Wednesday,NYU Stern School of Business,College Academic Building,College & University,-1.0,Clouds,18011,646
40.7295450000000 -73.9965851800000,1432,Wednesday,Starbucks,Coffee Shop,Food,5.2,Rain,18011,646
40.7290858508355 -73.9960221042990,26,Thursday,NYU Stern School of Business,College Academic Building,College & University,-1.0,Clouds,18011,646
40.7213414881506 -73.9888797300267,181,Thursday,STELLAAAAA!,Home (private),Residence,-1.0,Unknown,18011,646
40.7311938467643 -73.9920186996460,1137,Thursday,Silver Spurs,Restaurant,Food,-1.0,Clear,18011,646
40.7290858508355 -73.9960221042990,1356,Thursday,NYU Stern School of Business,College Academic Building,College & University,-1.0,Clear,18011,646
40.7213414881506 -73.9888797300267,180,Friday,STELLAAAAA!,Home (private),Residence,-1.0,Clear,18011,646
40.7142076705663 -74.0002970716005,1044,Friday,Second Circuit Court of Appeals,Courthouse,Professional & Other Places,-1.0,Clouds,18011,646
40.7213414881506 -73.9888797300267,1239,Friday,STELLAAAAA!,Home (private),Residence,-1.0,Clouds,18011,646
40.7297542260335 -73.9808363946765,862,Saturday,Percy's BBQ & Darts,BBQ Joint,Food,6.2,Clouds,18011,646
40.7495978218333 -73.9874696731567,1195,Saturday,Forever 21,Clothing Store,Shop & Service,7.2,Clear,18011,646
40.7414075030430 -73.9884379506111,1282,Saturday,Shake Shack,Burger Joint,Food,9.4,Clear,18011,646
40.7213414881506 -73.9888797300267,219,Sunday,STELLAAAAA!,Home (private),Residence,-1.0,Clouds,18011,646
40.7213414881506 -73.9888797300267,1396,Sunday,STELLAAAAA!,Home (private),Residence,-1.0,Rain,18011,646
40.7292810000000 -73.9962230000000,847,Monday,NYU Stern - Sosnoff Lounge,College Cafeteria,College & University,-1.0,Clouds,18012,646
40.7311938467643 -73.9935636520386,1129,Monday,Così,Sandwich Place,Food,-1.0,Clouds,18012,646
40.7291775541964 -73.9966106414795,623,Tuesday,NYU Kaufman Management Center,College Academic Building,College & University,-1.0,Clear,18012,646
40.7292810000000 -73.9962230000000,652,Tuesday,NYU Stern - Sosnoff Lounge,College Cafeteria,College & University,-1.0,Clear,18012,646
40.7291775541964 -73.9966106414795,1097,Tuesday,NYU Kaufman Management Center,College Academic Building,College & University,-1.0,Clouds,18012,646
40.7255675874786 -73.9978551864624,807,Wednesday,Jamba Juice,Juice Bar,Food,-1.0,Clouds,18012,646
40.7291775541964 -73.9966106414795,1186,Wednesday,NYU Kaufman Management Center,College Academic Building,College & University,-1.0,Clear,18012,646
40.7213414881506 -73.9888797300267,577,Thursday,STELLAAAAA!,Home (private),Residence,-1.0,Clouds,18012,646
40.7213414881506 -73.9888797300267,660,Friday,STELLAAAAA!,Home (private),Residence,-1.0,Clouds,18012,646
40.7290858508355 -73.9960221042990,730,Friday,NYU Stern School of Business,College Academic Building,College & University,-1.0,Clouds,18012,646
40.7135933068428 -73.9972900066398,843,Friday,Golden Unicorn Restaurant 麒麟金閣,Dim Sum Restaurant,Food,8.4,Clouds,18012,646
40.7139449242954 -73.9919644017738,964,Friday,US Post Office: Knickerbocker Station,Post Office,Professional & Other Places,-1.0,Clear,18012,646
40.7311003222157 -73.9828049338490,1132,Friday,Tepito Taqueria & Cantina,Mexican Restaurant,Food,-1.0,Clear,18012,646
40.7329730000000 -73.9936160000000,1237,Saturday,Patsy's Pizzeria,Pizza Place,Food,7.6,Clear,18012,646
40.7328233270653 -73.9938524833562,1286,Saturday,Amorino Gelato,Ice Cream Shop,Food,9.1,Clear,18012,646
40.7213414881506 -73.9888797300267,175,Sunday,STELLAAAAA!,Home (private),Residence,-1.0,Clear,18012,646
40.7290858508355 -73.9960221042990,953,Sunday,NYU Stern School of Business,College Academic Building,College & University,-1.0,Clear,18012,646
40.7290858508355 -73.9960221042990,740,Tuesday,NYU Stern School of Business,College Academic Building,College & University,-1.0,Clouds,18013,646
40.7291775541964 -73.9966106414795,1074,Tuesday,NYU Kaufman Management Center,College Academic Building,College & University,-1.0,Clouds,18013,646
40.7290858508355 -73.9960221042990,1168,Tuesday,NYU Stern School of Business,College Academic Building,College & University,-1.0,Clear,18013,646
40.7213414881506 -73.9888797300267,6,Wednesday,STELLAAAAA!,Home (private),Residence,-1.0,Clouds,18013,646
40.7291775541964 -73.9966106414795,583,Thursday,NYU Kaufman Management Center,College Academic Building,College & University,-1.0,Clouds,18013,646
40.7329730000000 -73.9936160000000,871,Thursday,Patsy's Pizzeria,Pizza Place,Food,7.6,Clouds,18013,646
40.7290858508355 -73.9960221042990,984,Thursday,NYU Stern School of Business,College Academic Building,College & University,-1.0,Clouds,18013,646
40.7298459500000 -73.9887250000000,1146,Thursday,Tsampa,Asian Restaurant,Food,-1.0,Clouds,18013,646
40.7296247211269 -73.9966642856598,1414,Thursday,NYU Elmer Holmes Bobst Library,College Library,College & University,-1.0,Clouds,18013,646
40.7213414881506 -73.9888797300267,737,Friday,STELLAAAAA!,Home (private),Residence,-1.0,Clouds,18013,646
40.7290858508355 -73.9960221042990,944,Friday,NYU Stern School of Business,College Academic Building,College & University,-1.0,Clear,18013,646
40.7337872945445 -73.9930352568626,1193,Friday,The Grey Dog,Breakfast Spot,Food,9.1,Fog,18013,646
40.7316221580984 -73.9948223417439,1273,Friday,CVS/pharmacy,Pharmacy,Shop & Service,6.0,Clear,18013,646
40.7295797468647 -73.9869141226312,18,Saturday,16 Handles,Ice Cream Shop,Food,8.1,Clear,18013,646
40.7268460406141 -73.9889572061103,819,Saturday,Bareburger,Burger Joint,Food,8.6,Clouds,18013,646
40.7290858508355 -73.9960221042990,881,Saturday,NYU Stern School of Business,College Academic Building,College & University,-1.0,Fog,18013,646
40.7295450000000 -73.9965851800000,959,Saturday,Starbucks,Coffee Shop,Food,5.2,Fog,18013,646
40.7287090000000 -73.9947966857143,1133,Saturday,Little Atlas,Coffee Shop,Food,7.8,Clouds,18013,646
40.7290858508355 -73.9960221042990,1133,Saturday,NYU Stern School of Business,College Academic Building,College & University,-1.0,Clouds,18013,646
40.7283868251708 -73.9944780138839,798,Sunday,Duane Reade,Pharmacy,Shop & Service,6.3,Clouds,18013,646
40.7291775541964 -73.9966106414795,801,Sunday,NYU Kaufman Management Center,College Academic Building,College & University,-1.0,Clouds,18013,646
40.7272262451528 -73.9994966983795,1107,Sunday,Five Guys,Burger Joint,Food,-1.0,Clear,18013,646
40.7291775541964 -73.9966106414795,1139,Sunday,NYU Kaufman Management Center,College Academic Building,College & University,-1.0,Clear,18013,646
40.7361692750706 -73.9916753768921,40,Monday,NYU Carlyle Court,College Residence Hall,College & University,-1.0,Clouds,18015,646
40.7213414881506 -73.9888797300267,129,Monday,STELLAAAAA!,Home (private),Residence,-1.0,Clouds,18015,646
40.7414075030430 -73.9884379506111,831,Monday,Shake Shack,Burger Joint,Food,9.4,Clouds,18015,646
40.7789366592949 -73.9622982000762,919,Monday,The Metropolitan Museum of Art (Metropolitan Museum of Art),Art Museum,Arts & Entertainment,9.7,Clouds,18015,646
40.7370985738055 -73.9903976816701,1004,Monday,Starbucks,Coffee Shop,Food,-1.0,Clouds,18015,646
40.7425116024848 -73.9803428219265,12,Tuesday,Tonic East,Sports Bar,Nightlife Spot,7.0,Clouds,18015,646
40.7442322846632 -74.0066955354968,31,Tuesday,Avenue,Nightclub,Nightlife Spot,8.3,Rain,18015,646
40.7428900000000 -73.9805060000000,285,Tuesday,Biltmore Plaza,Building,Professional & Other Places,-1.0,Clouds,18015,646
40.6487850861748 -73.7898445129395,351,Tuesday,Terminal 8,Airport Terminal,Travel & Transport,-1.0,Clouds,18015,646
40.7292383797303 -73.9890088568153,1401,Friday,Jebon Sushi and Noodle,Sushi Restaurant,Food,-1.0,Clear,18015,646
40.7213414881506 -73.9888797300267,738,Saturday,STELLAAAAA!,Home (private),Residence,-1.0,Clear,18015,646
40.7304657891295 -73.9892785880488,978,Saturday,Saint's Alp Teahouse,Bubble Tea Shop,Food,-1.0,Clear,18015,646
40.7052541303814 -74.0114641169420,801,Monday,Così,Sandwich Place,Food,5.6,Rain,18016,646
40.7259601610243 -73.9896975315534,1160,Monday,Dempsey's,Pub,Nightlife Spot,-1.0,Clouds,18016,646
40.7268460406141 -73.9889572061103,1332,Monday,Bareburger,Burger Joint,Food,8.6,Rain,18016,646
40.7213414881506 -73.9888797300267,74,Tuesday,STELLAAAAA!,Home (private),Residence,-1.0,Rain,18016,646
40.7449958162508 -73.9937893563088,909,Wednesday,FanBridge HQ,Tech Startup,Professional & Other Places,-1.0,Clouds,18016,646
40.7213414881506 -73.9888797300267,540,Friday,STELLAAAAA!,Home (private),Residence,-1.0,Clouds,18016,646
40.7449958162508 -73.9937893563088,681,Friday,FanBridge HQ,Tech Startup,Professional & Other Places,-1.0,Clouds,18016,646
40.7428900000000 -73.9805060000000,1044,Friday,Biltmore Plaza,Building,Professional & Other Places,-1.0,Clouds,18016,646
40.7415110000000 -73.9811280000000,1224,Friday,Mia Chef Gelateria,Ice Cream Shop,Food,-1.0,Clouds,18016,646
40.7523379439420 -73.9941336854055,1357,Friday,AMC Loews 34th Street 14,Movie Theater,Arts & Entertainment,7.2,Clear,18016,646
40.7475357073420 -73.9862196988571,67,Saturday,Pinkberry,Frozen Yogurt Shop,Food,8.1,Clouds,18016,646
40.6799137754931 -73.9434934712439,1409,Saturday,Electric Warehouse - The Lab,Nightclub,Nightlife Spot,5.9,Clear,18016,646
40.7289665588070 -73.9883890474380,144,Sunday,2 Bros. Pizza,Pizza Place,Food,6.5,Clouds,18016,646
40.7213414881506 -73.9888797300267,191,Sunday,STELLAAAAA!,Home (private),Residence,-1.0,Clouds,18016,646
40.7781320000000 -73.9805160000000,764,Sunday,Taco Grill,Taco Place,Food,6.1,Clear,18016,646
40.7428900000000 -73.9805060000000,1141,Sunday,Biltmore Plaza,Building,Professional & Other Places,-1.0,Clouds,18016,646
40.7428900000000 -73.9805060000000,1345,Sunday,Biltmore Plaza,Building,Professional & Other Places,-1.0,Clouds,18016,646
40.8695863061863 -73.9184617996216,1137,Monday,Isham Park,Park,Outdoors & Recreation,8.8,Clouds,18018,646
40.8713074141094 -73.9168393244784,1167,Monday,Park Terrace Gardens,Residential Building (Apartment / Condo),Residence,-1.0,Clouds,18018,646
40.7313549909295 -74.0036311857561,1202,Wednesday,Bosie Tea Parlor,Tea Room,Food,9.0,Rain,18018,646
40.7213414881506 -73.9888797300267,1362,Wednesday,STELLAAAAA!,Home (private),Residence,-1.0,Clouds,18018,646
40.7449958162508 -73.9937893563088,656,Thursday,FanBridge HQ,Tech Startup,Professional & Other Places,-1.0,Clear,18018,646
40.7298818407513 -73.9910195767879,1234,Thursday,Astor Place,Plaza,Outdoors & Recreation,7.8,Clear,18018,646
40.7340040717366 -73.9891580698849,1239,Thursday,NYU University Hall Residence Hall,College Residence Hall,College & University,-1.0,Clear,18018,646
40.7344106214029 -73.9908166227313,1266,Thursday,Max Brenner,Dessert Shop,Food,9.0,Clear,18018,646
40.7358078998046 -73.9891752867701,918,Friday,Coolhaus Ice Cream Truck,Food Truck,Food,8.9,Clouds,18018,646
40.7213414881506 -73.9888797300267,1173,Friday,STELLAAAAA!,Home (private),Residence,-1.0,Clouds,18018,646
40.7251502240469 -73.9830459780761,1253,Friday,Lula's Sweet Apothecary,Ice Cream Shop,Food,-1.0,Clear,18018,646
40.7246660000000 -73.9848300000000,1266,Friday,Mast Books,Bookstore,Shop & Service,9.0,Clear,18018,646
40.7253836949042 -73.9875052417161,1279,Friday,Sultana Cafe,Hookah Bar,Nightlife Spot,7.2,Clear,18018,646
40.7213414881506 -73.9888797300267,1329,Friday,STELLAAAAA!,Home (private),Residence,-1.0,Clouds,18018,646
40.7391771149813 -73.9832961559296,1175,Saturday,NYU Gramercy Green Hall,College Residence Hall,College & University,-1.0,Clouds,18018,646
40.7415110000000 -73.9811280000000,1184,Saturday,Mia Chef Gelateria,Ice Cream Shop,Food,-1.0,Clouds,18018,646
40.7431910000000 -73.9800990000000,1192,Saturday,Berrywild,Dessert Shop,Food,-1.0,Clouds,18018,646
40.7462450034429 -73.9775508642197,1211,Saturday,Third & Long,Sports Bar,Nightlife Spot,-1.0,Clouds,18018,646
40.7405480000000 -73.9819200000000,1420,Saturday,Pinkberry,Ice Cream Shop,Food,-1.0,Clouds,18018,646
40.7401158677611 -73.9822654528164,1420,Saturday,Mike's Pizza,Pizza Place,Food,-1.0,Clouds,18018,646
40.7393635181851 -73.9830689346534,1430,Saturday,Palace Of The Great Khan,Military Base,Professional & Other Places,-1.0,Clouds,18018,646
40.7391771149813 -73.9832961559296,9,Sunday,NYU Gramercy Green Hall,College Residence Hall,College & University,-1.0,Clouds,18018,646
40.7374374619933 -73.9798307418823,19,Sunday,MTA Bus - 2 Av & E 14 St (M14A/M14D/M15),Bus Stop,Travel & Transport,5.2,Clouds,18018,646
40.7357315756998 -73.9824089319623,31,Sunday,MTA Bus - 2 Av & E 14 St (M14A/M14D/M15),Bus Stop,Travel & Transport,5.2,Clouds,18018,646
40.7213414881506 -73.9888797300267,55,Sunday,STELLAAAAA!,Home (private),Residence,-1.0,Clouds,18018,646
40.7265107508340 -73.9817190170288,762,Sunday,Tompkins Square Park,Park,Outdoors & Recreation,8.9,Clear,18018,646
40.7213414881506 -73.9888797300267,791,Sunday,STELLAAAAA!,Home (private),Residence,-1.0,Clear,18018,646
40.7261556254821 -73.9836428481940,895,Sunday,7A Cafe,Breakfast Spot,Food,-1.0,Clouds,18018,646
40.7306725583797 -73.9922628231999,966,Sunday,Bank of America,Bank,Shop & Service,5.8,Clouds,18018,646
40.7328233270653 -73.9938524833562,980,Sunday,Amorino Gelato,Ice Cream Shop,Food,9.1,Clouds,18018,646
40.7335481613823 -73.9910289623719,1031,Sunday,Forbidden Planet,Comic Shop,Shop & Service,9.2,Clouds,18018,646
40.7281629046511 -73.9880160130517,1102,Wednesday,Sushi Park,Sushi Restaurant,Food,-1.0,Clear,18019,646
40.7213414881506 -73.9888797300267,553,Thursday,STELLAAAAA!,Home (private),Residence,-1.0,Clear,18019,646
40.7446070000000 -73.9952320000000,618,Thursday,Jamba Juice,Juice Bar,Food,-1.0,Clear,18019,646
40.7443828175522 -73.9952297955792,814,Thursday,Ichiban Sushi,Sushi Restaurant,Food,-1.0,Clear,18019,646
40.7449958162508 -73.9937893563088,874,Thursday,FanBridge HQ,Tech Startup,Professional & Other Places,-1.0,Clear,18019,646
40.7421883084845 -73.9879241890915,1123,Thursday,Madison Square Park,Park,Outdoors & Recreation,9.6,Clear,18019,646
40.7414661809110 -73.9811807470073,1141,Thursday,Taza Mediterranean Cuisine,Mediterranean Restaurant,Food,-1.0,Clear,18019,646
40.7393635181851 -73.9830689346534,1218,Thursday,Palace Of The Great Khan,Military Base,Professional & Other Places,-1.0,Clear,18019,646
40.7391771149813 -73.9832961559296,1218,Thursday,NYU Gramercy Green Hall,College Residence Hall,College & University,-1.0,Clear,18019,646
40.7344106214029 -73.9908166227313,1248,Thursday,Max Brenner,Dessert Shop,Food,9.0,Clear,18019,646
40.7435971441103 -74.0033270434982,1326,Thursday,Bathtub Gin,Speakeasy,Nightlife Spot,9.0,Clear,18019,646
40.7213414881506 -73.9888797300267,46,Friday,STELLAAAAA!,Home (private),Residence,-1.0,Clear,18019,646
40.7446070000000 -73.9952320000000,629,Friday,Jamba Juice,Juice Bar,Food,-1.0,Clear,18019,646
40.7213414881506 -73.9888797300267,236,Saturday,STELLAAAAA!,Home (private),Residence,-1.0,Clear,18019,646
40.7213414881506 -73.9888797300267,790,Saturday,STELLAAAAA!,Home (private),Residence,-1.0,Clear,18019,646
40.7524276018758 -73.9941049913378,1092,Saturday,Chipotle Mexican Grill,Mexican Restaurant,Food,7.4,Clear,18019,646
40.7524713223347 -73.9943115885299,1101,Saturday,AMC Loews 34th Street 14,Movie Theater,Arts & Entertainment,7.2,Clear,18019,646
40.7588653136529 -73.9924062948741,1255,Saturday,Pinkberry,Frozen Yogurt Shop,Food,7.7,Clear,18019,646
40.7213414881506 -73.9888797300267,160,Sunday,STELLAAAAA!,Home (private),Residence,-1.0,Clouds,18019,646
40.7213414881506 -73.9888797300267,924,Sunday,STELLAAAAA!,Home (private),Residence,-1.0,Clouds,18019,646
40.7420900000000 -73.9807810000000,1125,Sunday,Jaiya,Thai Restaurant,Food,8.1,Clouds,18019,646
40.7438789760452 -73.9815710122363,1156,Sunday,Penelope,American Restaurant,Food,8.7,Clouds,18019,646
40.7428900000000 -73.9805060000000,1189,Sunday,Biltmore Plaza,Building,Professional & Other Places,-1.0,Clouds,18019,646
40.7047227803508 -74.0117682462602,749,Monday,Flavors,Sandwich Place,Food,6.8,Clear,18020,646
40.7065531970794 -74.0110337444383,753,Monday,20 Broad Street,Building,Professional & Other Places,-1.0,Clear,18020,646
40.7213414881506 -73.9888797300267,1128,Monday,STELLAAAAA!,Home (private),Residence,-1.0,Clouds,18020,646
40.7569937445909 -73.9890789985657,1111,Tuesday,Regal Cinemas E-Walk 13 & RPX,Movie Theater,Arts & Entertainment,7.7,Clear,18020,646
40.7226079191369 -73.9888858795166,1377,Tuesday,Sugar Cafe,Diner,Food,-1.0,Clouds,18020,646
40.7259851087610 -73.9896803147150,1392,Tuesday,Gelato Ti Amo,Ice Cream Shop,Food,-1.0,Clouds,18020,646
40.7412550000000 -73.9938280000000,598,Wednesday,Ridgeway Diner,Diner,Food,5.5,Clouds,18020,646
40.7292427920493 -73.9892154594962,12,Thursday,Spot Dessert Bar,Dessert Shop,Food,9.1,Clear,18020,646
40.7213414881506 -73.9888797300267,64,Thursday,STELLAAAAA!,Home (private),Residence,-1.0,Clear,18020,646
40.7449958162508 -73.9937893563088,639,Thursday,FanBridge HQ,Tech Startup,Professional & Other Places,-1.0,Clear,18020,646
40.7443828175522 -73.9952297955792,884,Thursday,Ichiban Sushi,Sushi Restaurant,Food,-1.0,Clear,18020,646
40.7449958162508 -73.9937893563088,903,Thursday,FanBridge HQ,Tech Startup,Professional & Other Places,-1.0,Clear,18020,646
40.7494390666667 -74.0043190000000,1104,Thursday,Nancy Margolis Gallery,Art Gallery,Arts & Entertainment,6.1,Clear,18020,646
40.7472055707993 -73.9933991159183,663,Sunday,Mega Bus - 7th Ave & 27th St,Bus Stop,Travel & Transport,5.4,Clear,18020,646
40.7446070000000 -73.9952320000000,667,Sunday,Jamba Juice,Juice Bar,Food,-1.0,Clear,18020,646
40.7213414881506 -73.9888797300267,716,Sunday,STELLAAAAA!,Home (private),Residence,-1.0,Clear,18020,646
40.7213414881506 -73.9888797300267,1413,Sunday,STELLAAAAA!,Home (private),Residence,-1.0,Clouds,18020,646
40.7065531970794 -74.0110337444383,574,Monday,20 Broad Street,Building,Professional & Other Places,-1.0,Clear,18021,646
40.7420900000000 -73.9807810000000,1159,Monday,Jaiya,Thai Restaurant,Food,8.1,Clouds,18021,646
40.7374374619933 -73.9798307418823,1208,Monday,MTA Bus - 2 Av & E 14 St (M14A/M14D/M15),Bus Stop,Travel & Transport,5.2,Clear,18021,646
40.7213414881506 -73.9888797300267,1243,Monday,STELLAAAAA!,Home (private),Residence,-1.0,Clear,18021,646
40.7213414881506 -73.9888797300267,86,Tuesday,STELLAAAAA!,Home (private),Residence,-1.0,Clear,18021,646
40.7213414881506 -73.9888797300267,573,Tuesday,STELLAAAAA!,Home (private),Residence,-1.0,Clear,18021,646
40.7446070000000 -73.9952320000000,635,Tuesday,Jamba Juice,Juice Bar,Food,-1.0,Clear,18021,646
40.7449958162508 -73.9937893563088,658,Tuesday,FanBridge HQ,Tech Startup,Professional & Other Places,-1.0,Clear,18021,646
40.7274770000000 -73.9824630000000,1062,Tuesday,Susan Nail & Spa,Spa,Shop & Service,7.0,Clear,18021,646
40.7213414881506 -73.9888797300267,1240,Tuesday,STELLAAAAA!,Home (private),Residence,-1.0,Clear,18021,646
40.7065531970794 -74.0110337444383,812,Wednesday,20 Broad Street,Building,Professional & Other Places,-1.0,Clouds,18021,646
40.7449958162508 -73.9937893563088,969,Wednesday,FanBridge HQ,Tech Startup,Professional & Other Places,-1.0,Rain,18021,646
40.8787454253087 -74.1209685802460,1210,Saturday,City Closet Self Storage and Moving,Storage Facility,Shop & Service,-1.0,Clouds,18021,646
40.7213414881506 -73.9888797300267,681,Sunday,STELLAAAAA!,Home (private),Residence,-1.0,Clear,18021,646
40.7267860651770 -73.9957520238765,804,Thursday,Lali Lali Salon,Salon / Barbershop,Shop & Service,6.0,Clouds,18024,646
40.7213414881506 -73.9888797300267,646,Friday,STELLAAAAA!,Home (private),Residence,-1.0,Clouds,18024,646
40.7246042634833 -73.9873675053929,693,Friday,Starbucks,Coffee Shop,Food,6.1,Clouds,18024,646
40.6492572131751 -73.7826776504517,787,Friday,Terminal 7,Airport Terminal,Travel & Transport,-1.0,Rain,18024,646
40.6897500166465 -73.9906024932861,924,Friday,Feil Hall,College Residence Hall,College & University,-1.0,Clouds,18024,646
40.6918553212006 -73.9872125519113,1085,Friday,T-Mobile,Electronics Store,Shop & Service,6.6,Clouds,18024,646
40.6921107001928 -73.9888998164218,1227,Friday,Shake Shack,Burger Joint,Food,9.1,Clouds,18024,646
40.7213414881506 -73.9888797300267,23,Saturday,STELLAAAAA!,Home (private),Residence,-1.0,Clear,18024,646
40.7246042634833 -73.9873675053929,496,Saturday,Starbucks,Coffee Shop,Food,6.1,Clouds,18024,646
40.7561949843799 -74.0029827309249,545,Saturday,Megabus Terminal - W 34th St & 11 Av,Bus Stop,Travel & Transport,4.7,Clouds,18024,646
40.7472055707993 -73.9933991159183,1233,Sunday,Mega Bus - 7th Ave & 27th St,Bus Stop,Travel & Transport,5.4,Clear,18024,646
40.7460911978770 -73.9942714168711,1238,Sunday,Chipotle Mexican Grill,Mexican Restaurant,Food,7.3,Clear,18024,646
40.7180015343141 -73.9902829031375,1006,Tuesday,Sticky Rice,Asian Restaurant,Food,7.9,Clear,18445,662
40.7180015343141 -73.9902829031375,1149,Tuesday,Sticky Rice,Asian Restaurant,Food,7.9,Clear,18445,662
40.7607807887089 -73.9990353584290,1057,Wednesday,Club 7 By Iowa Sports,Gym,Outdoors & Recreation,8.3,Clear,18445,662
40.7180015343141 -73.9902829031375,1217,Friday,Sticky Rice,Asian Restaurant,Food,7.9,Clear,18445,662
40.7243633850256 -73.8713098764600,597,Saturday,anGEl home in middle village,Home (private),Residence,-1.0,Clear,18445,662
40.7295300000000 -73.8748350000000,597,Saturday,8506 60ave,Professional & Other Places,Professional & Other Places,-1.0,Clear,18445,662
40.7429331643866 -73.9861450911948,610,Saturday,New York Life Building,Office,Professional & Other Places,-1.0,Clear,18445,662
40.7437084432025 -73.9870805544023,610,Saturday,Birch Coffee,Coffee Shop,Food,9.2,Clear,18445,662
40.7192093823156 -73.9968710797221,873,Saturday,Nyonya,Malay Restaurant,Food,8.8,Clear,18445,662
40.7176640000000 -73.9972610000000,905,Saturday,Mess Hair Salon,Salon / Barbershop,Shop & Service,7.1,Clear,18445,662
40.7243633850256 -73.8713098764600,18,Sunday,anGEl home in middle village,Home (private),Residence,-1.0,Clouds,18445,662
40.7295300000000 -73.8748350000000,18,Sunday,8506 60ave,Professional & Other Places,Professional & Other Places,-1.0,Clouds,18445,662
40.7432252902058 -73.9963531494141,1065,Sunday,Regional Thai & Mex Magarita Bar,Thai Restaurant,Food,-1.0,Clear,18445,662
40.7340555764763 -73.8708472251892,746,Monday,Queens Center Mall,Shopping Mall,Shop & Service,7.5,Clouds,18446,662
40.7335840499366 -73.8699245452881,748,Monday,McDonald's,Fast Food Restaurant,Food,5.1,Clouds,18446,662
40.7343482464409 -73.8690233230591,789,Monday,The LEGO Store,Toy / Game Store,Shop & Service,7.9,Clouds,18446,662
40.7345298275400 -73.8691799996947,789,Monday,Starbucks,Coffee Shop,Food,7.3,Clouds,18446,662
40.7432252902058 -73.9963531494141,1030,Monday,Regional Thai & Mex Magarita Bar,Thai Restaurant,Food,-1.0,Clouds,18446,662
40.7472771444849 -73.8889355298259,47,Tuesday,Club Evolution,Gay Bar,Nightlife Spot,7.2,Clear,18446,662
40.7472771444849 -73.8889355298259,110,Tuesday,Club Evolution,Gay Bar,Nightlife Spot,7.2,Clear,18446,662
40.7448184803593 -73.9951515197754,578,Thursday,Whole Foods Market,Grocery Store,Shop & Service,8.5,Clouds,18446,662
40.7443354373478 -73.9954134364614,580,Thursday,Starbucks,Coffee Shop,Food,6.7,Clouds,18446,662
40.7432252902058 -73.9963531494141,981,Thursday,Regional Thai & Mex Magarita Bar,Thai Restaurant,Food,-1.0,Clouds,18446,662
40.7186089786170 -73.9996084349371,961,Friday,Hair Toto Group,Salon / Barbershop,Shop & Service,8.9,Clear,18446,662
40.7641599692142 -73.9737885148353,916,Saturday,The Plaza Hotel,Hotel,Travel & Transport,9.4,Clear,18446,662
40.7634624705775 -73.9740049839020,917,Saturday,Bergdorf Goodman,Department Store,Shop & Service,9.1,Clear,18446,662
40.7629749001036 -73.9737796783447,917,Saturday,Louis Vuitton New York 5th Avenue,Leather Goods Store,Shop & Service,8.8,Clear,18446,662
40.7180015343141 -73.9902829031375,1323,Saturday,Sticky Rice,Asian Restaurant,Food,7.9,Clouds,18446,662
40.7179717637274 -73.9903402924124,1060,Monday,Sticky Rice,Asian Restaurant,Food,7.9,Rain,18450,662
40.7179717637274 -73.9903402924124,719,Tuesday,Sticky Rice,Asian Restaurant,Food,7.9,Clouds,18450,662
40.7179717637274 -73.9903402924124,916,Tuesday,Sticky Rice,Asian Restaurant,Food,7.9,Clouds,18450,662
40.7179717637274 -73.9903402924124,1265,Tuesday,Sticky Rice,Asian Restaurant,Food,7.9,Rain,18450,662
40.7176180000000 -73.9972520000000,937,Friday,Paris Sandwich,Sandwich Place,Food,-1.0,Clear,18450,662
40.7350723833953 -73.8743160252604,1051,Friday,Capitalone bank,Bank,Shop & Service,-1.0,Clear,18450,662
40.7359687744625 -73.8756137944568,1052,Friday,Georgia Diner,Diner,Food,7.9,Clear,18450,662
40.7354070032994 -73.8742010434286,1053,Friday,Target,Big Box Store,Shop & Service,7.5,Clear,18450,662
40.7179717637274 -73.9903402924124,811,Saturday,Sticky Rice,Asian Restaurant,Food,7.9,Clear,18450,662
40.7432252902058 -73.9963531494141,1373,Sunday,Regional Thai & Mex Magarita Bar,Thai Restaurant,Food,-1.0,Clear,18450,662
40.7299668475178 -74.0039468045693,26,Monday,Market Table,American Restaurant,Food,8.8,Clouds,18451,662
40.7304650000000 -74.0042603015900,26,Monday,The Village Tavern,Bar,Nightlife Spot,6.3,Clouds,18451,662
40.7304133536631 -74.0041851997375,27,Monday,Daddy-O,Bar,Nightlife Spot,7.9,Clouds,18451,662
40.7310800254239 -74.0048074722290,29,Monday,Doma Na Rohu,German Restaurant,Food,8.5,Clouds,18451,662
40.7299418013113 -74.0042173862457,30,Monday,Sweet Revenge,Dessert Shop,Food,-1.0,Clouds,18451,662
40.7263670000000 -74.0055110000000,66,Monday,Greenhouse,Nightclub,Nightlife Spot,-1.0,Clouds,18451,662
40.7148280000000 -73.9916530000000,800,Tuesday,Overseas Asian Restaurant,Asian Restaurant,Food,-1.0,Rain,18451,662
40.7179927825928 -74.0000200000000,870,Tuesday,HSBC,Bank,Shop & Service,-1.0,Rain,18451,662
40.7180903207538 -73.9999986626837,871,Tuesday,Starbucks,Coffee Shop,Food,6.6,Rain,18451,662
